payment_id,customer_id,amount,failure_reason,payment_method,retry_count,customer_lifetime_value,previous_success_rate,previous_recovery_rate,hour,day_of_week,recovered
PAY_001061,CUS_0306,16227.15,card_declined,upi,1,96932.58,0.6719,0.8558,16,1,1
PAY_001062,CUS_0133,29536.29,insufficient_funds,upi,1,14635.52,0.7804,0.5964,19,3,0
PAY_001063,CUS_0806,11031.08,renewal_failed,netbanking,0,186602.19,0.8517,0.6413,8,6,0
PAY_001064,CUS_0675,11795.07,renewal_failed,netbanking,1,37063.89,0.8919,0.773,8,1,0
PAY_001065,CUS_0349,41633.32,network_error,wallet,2,242640.18,0.7083,0.4787,19,3,0
PAY_001066,CUS_0202,3940.39,insufficient_funds,upi,2,162257.25,0.8819,0.6592,12,6,0
PAY_001067,CUS_0203,13389.25,expired_method,wallet,1,319199.17,0.6642,0.8155,4,5,0
PAY_001068,CUS_0080,14488.02,expired_method,upi,1,313526.89,0.8506,0.9328,17,1,0
PAY_001069,CUS_0668,7549.64,expired_method,wallet,2,206148.4,0.8604,0.7467,13,4,0
PAY_001070,CUS_0382,35587.19,network_error,netbanking,2,272912.86,0.6623,0.742,10,5,1
PAY_001071,CUS_0298,74137.21,renewal_failed,upi,3,54535.65,0.7995,0.9378,19,4,0
PAY_001072,CUS_0124,37299.2,network_error,upi,1,19389.55,0.9012,0.8254,15,6,0
PAY_001073,CUS_0613,14417.58,card_declined,wallet,1,275577.96,0.8073,0.7356,9,6,0
PAY_001074,CUS_0687,12701.2,network_error,card,1,261720.42,0.7019,0.62,23,2,0
PAY_001075,CUS_0167,20694.91,card_declined,upi,2,26309.0,0.7558,0.7731,5,0,0
PAY_001076,CUS_0331,225134.27,insufficient_funds,wallet,1,260590.36,0.8303,0.7506,7,1,0
PAY_001077,CUS_0241,21764.65,insufficient_funds,wallet,2,295681.15,0.8731,0.9193,17,5,0
PAY_001078,CUS_0525,15398.8,expired_method,netbanking,2,198474.69,0.8449,0.8285,8,2,1
PAY_001079,CUS_0352,21182.2,card_declined,upi,2,252236.72,0.9437,0.5497,10,1,0
PAY_001080,CUS_0056,40660.93,insufficient_funds,upi,1,273485.19,0.8176,0.8517,15,0,1
PAY_001081,CUS_0789,11253.06,network_error,upi,1,168111.37,0.6449,0.7446,21,4,1
PAY_001082,CUS_0553,8959.67,renewal_failed,netbanking,2,17419.5,0.8637,0.9249,17,0,1
PAY_001083,CUS_0271,33069.52,network_error,upi,0,155341.33,0.951,0.5019,19,3,1
PAY_001084,CUS_0383,9088.82,renewal_failed,wallet,1,65370.69,0.7299,0.3033,7,1,0
PAY_001085,CUS_0780,5064.7,renewal_failed,upi,3,56737.55,0.9679,0.508,5,4,0
PAY_001086,CUS_0798,12322.14,expired_method,card,1,49482.78,0.9595,0.7677,16,3,0
PAY_001087,CUS_0795,24749.73,renewal_failed,card,0,280774.83,0.8898,0.802,13,6,0
PAY_001088,CUS_0132,19225.23,expired_method,upi,0,189420.77,0.6342,0.5082,8,3,0
PAY_001089,CUS_0752,4226.55,insufficient_funds,wallet,3,185589.14,0.8527,0.7093,17,5,0
PAY_001090,CUS_0623,14533.88,renewal_failed,wallet,2,132742.98,0.8375,0.6722,21,6,0
PAY_001091,CUS_0069,21485.84,card_declined,card,3,195041.06,0.9165,0.7692,19,5,0
PAY_001092,CUS_0628,32911.19,card_declined,upi,2,236099.83,0.9233,0.8934,16,1,1
PAY_001093,CUS_0573,15598.88,network_error,netbanking,0,253202.14,0.7856,0.766,19,4,0
PAY_001094,CUS_0342,33831.18,renewal_failed,upi,1,275479.63,0.9801,0.9698,14,4,0
PAY_001095,CUS_0502,31309.01,insufficient_funds,netbanking,1,301085.47,0.9058,0.5063,14,0,1
PAY_001096,CUS_0199,13149.56,insufficient_funds,wallet,3,117078.9,0.7626,0.5186,6,1,0
PAY_001097,CUS_0482,9516.43,expired_method,netbanking,1,147948.83,0.8101,0.8092,20,0,0
PAY_001098,CUS_0076,11749.3,renewal_failed,upi,2,204520.98,0.9486,0.813,22,0,0
PAY_001099,CUS_0408,15122.75,insufficient_funds,netbanking,1,239500.14,0.8875,0.6211,9,5,1
PAY_001100,CUS_0084,3928.92,network_error,upi,0,11528.07,0.9636,0.5533,19,4,1
PAY_001101,CUS_0392,6996.24,card_declined,upi,1,123984.98,0.8156,0.9572,8,5,0
PAY_001102,CUS_0443,7859.3,renewal_failed,card,2,233380.97,0.8844,0.8249,20,0,0
PAY_001103,CUS_0081,12899.89,renewal_failed,wallet,3,21278.76,0.6942,0.6622,20,2,0
PAY_001104,CUS_0151,11110.01,renewal_failed,netbanking,1,182993.69,0.8731,0.877,19,5,0
PAY_001105,CUS_0279,6738.34,expired_method,netbanking,1,234639.76,0.7346,0.6865,17,5,1
PAY_001106,CUS_0383,7931.04,network_error,wallet,0,135122.9,0.7667,0.8397,18,2,1
PAY_001107,CUS_0657,12800.91,network_error,upi,1,129137.62,0.6916,0.5718,4,5,0
PAY_001108,CUS_0583,2855.72,expired_method,upi,1,191383.72,0.852,0.7859,8,3,0
PAY_001109,CUS_0646,11958.1,card_declined,upi,1,265206.51,0.9537,0.4131,18,2,0
PAY_001110,CUS_0290,15428.76,expired_method,netbanking,2,308345.02,0.8427,0.7051,12,1,0
PAY_001111,CUS_0143,24285.6,network_error,card,2,194300.81,0.8459,0.9399,14,6,0
PAY_001112,CUS_0236,8493.63,network_error,upi,1,277472.14,0.8632,0.868,8,0,1
PAY_001113,CUS_0058,26217.07,insufficient_funds,wallet,1,37293.5,0.8304,0.8335,11,3,0
PAY_001114,CUS_0415,22060.49,insufficient_funds,netbanking,2,316104.36,0.7478,0.7304,21,2,0
PAY_001115,CUS_0764,16224.64,network_error,upi,1,68780.19,0.8649,0.9593,4,1,0
PAY_001116,CUS_0218,76667.27,insufficient_funds,netbanking,1,9865.5,0.9154,0.8264,18,4,0
PAY_001117,CUS_0243,21016.73,renewal_failed,wallet,1,20454.46,0.9035,0.7596,8,1,0
PAY_001118,CUS_0507,23750.44,card_declined,netbanking,1,22581.04,0.7652,0.6197,10,1,0
PAY_001119,CUS_0583,23269.07,renewal_failed,card,2,10836.95,0.8823,0.907,20,3,0
PAY_001120,CUS_0209,26621.12,card_declined,card,0,9179.42,0.9314,0.5859,16,3,0
PAY_001121,CUS_0646,37383.57,renewal_failed,upi,3,133364.44,0.8783,0.7285,17,6,0
PAY_001122,CUS_0583,4577.52,insufficient_funds,wallet,2,100823.49,0.8073,0.7224,14,3,1
PAY_001123,CUS_0274,11910.25,insufficient_funds,card,2,67564.0,0.7859,0.7506,18,2,0
PAY_001124,CUS_0604,8155.81,renewal_failed,card,0,296697.19,0.8117,0.5356,20,4,0
PAY_001125,CUS_0547,4894.07,card_declined,card,2,249824.2,0.9117,0.886,18,4,0
PAY_001126,CUS_0408,19216.69,expired_method,card,1,9274.14,0.7623,0.8751,8,5,1
PAY_001127,CUS_0535,42822.16,network_error,upi,2,249597.59,0.918,0.9154,22,2,1
PAY_001128,CUS_0555,27504.73,expired_method,wallet,1,241249.14,0.9625,0.6837,19,1,0
PAY_001129,CUS_0339,101880.46,card_declined,card,1,45231.02,0.8943,0.3597,18,3,0
PAY_001130,CUS_0366,13176.23,network_error,netbanking,1,244698.5,0.8801,0.5693,19,2,0
PAY_001131,CUS_0548,5151.27,expired_method,netbanking,0,62639.03,0.9243,0.9698,19,1,0
PAY_001132,CUS_0548,23793.34,card_declined,wallet,1,283151.83,0.8945,0.9239,18,4,0
PAY_001133,CUS_0345,22612.41,insufficient_funds,card,1,188456.56,0.9421,0.4984,20,1,0
PAY_001134,CUS_0694,5763.24,renewal_failed,netbanking,1,101233.12,0.906,0.9595,17,1,0
PAY_001135,CUS_0288,4936.02,renewal_failed,upi,0,314568.4,0.6159,0.8335,22,1,0
PAY_001136,CUS_0526,43299.61,network_error,card,2,55912.23,0.8042,0.7304,21,5,0
PAY_001137,CUS_0659,19553.67,renewal_failed,card,2,107840.0,0.7827,0.8141,9,3,1
PAY_001138,CUS_0698,8743.99,renewal_failed,netbanking,0,139036.88,0.8927,0.7565,17,5,0
PAY_001139,CUS_0148,20950.93,renewal_failed,card,1,53764.6,0.8512,0.9415,8,1,0
PAY_001140,CUS_0654,6437.76,network_error,upi,3,283777.88,0.7638,0.8158,20,5,0
PAY_001141,CUS_0640,10754.77,renewal_failed,netbanking,2,315142.39,0.9403,0.8192,22,6,0
PAY_001142,CUS_0518,67602.61,card_declined,wallet,1,118055.62,0.9066,0.5799,8,6,0
PAY_001143,CUS_0561,6873.74,network_error,card,1,276708.3,0.7844,0.5018,17,2,0
PAY_001144,CUS_0397,42034.59,card_declined,wallet,2,252651.05,0.7845,0.7812,19,4,0
PAY_001145,CUS_0196,26538.88,card_declined,netbanking,2,167550.84,0.8489,0.7214,18,1,0
PAY_001146,CUS_0034,6522.52,insufficient_funds,wallet,1,238797.34,0.8139,0.5429,19,3,0
PAY_001147,CUS_0495,7715.65,renewal_failed,wallet,1,218756.58,0.7922,0.5434,22,2,1
PAY_001148,CUS_0462,40858.71,card_declined,netbanking,2,69917.06,0.8695,0.7661,17,3,0
PAY_001149,CUS_0306,18959.46,card_declined,card,1,102396.59,0.8715,0.5915,19,5,0
PAY_001150,CUS_0107,8540.81,expired_method,wallet,1,163566.05,0.874,0.8292,18,5,0
PAY_001151,CUS_0564,18478.2,card_declined,upi,0,266918.31,0.7341,0.7519,13,5,0
PAY_001152,CUS_0366,5977.01,renewal_failed,card,1,256694.25,0.8064,0.7924,7,5,0
PAY_001153,CUS_0294,15925.89,network_error,netbanking,2,296084.76,0.8495,0.945,14,4,1
PAY_001154,CUS_0415,23482.63,expired_method,wallet,1,285480.07,0.8315,0.7106,19,6,1
PAY_001155,CUS_0194,6008.76,card_declined,card,2,16945.6,0.7236,0.73,19,0,0
PAY_001156,CUS_0434,10813.01,insufficient_funds,wallet,3,137125.24,0.9343,0.5807,20,1,0
PAY_001157,CUS_0359,26294.54,network_error,netbanking,1,13037.37,0.9348,0.8399,17,1,1
PAY_001158,CUS_0659,5639.66,network_error,netbanking,1,103837.01,0.9607,0.7134,17,6,0
PAY_001159,CUS_0561,8778.8,expired_method,netbanking,1,57280.63,0.8145,0.9385,19,6,0
PAY_001160,CUS_0247,22049.41,insufficient_funds,card,2,251920.15,0.7323,0.6933,17,2,0
PAY_001161,CUS_0705,29908.99,insufficient_funds,netbanking,2,99232.14,0.9461,0.7824,11,0,1
PAY_001162,CUS_0095,9675.4,network_error,wallet,1,168315.83,0.7705,0.6102,11,4,1
PAY_001163,CUS_0339,29799.9,network_error,wallet,1,61299.04,0.7597,0.6946,16,3,0
PAY_001164,CUS_0020,10059.73,insufficient_funds,card,2,264454.06,0.9598,0.5904,18,2,0
PAY_001165,CUS_0211,6648.36,insufficient_funds,upi,1,55861.59,0.9193,0.8308,20,3,0
PAY_001166,CUS_0776,36165.77,card_declined,card,2,94697.11,0.5087,0.6963,2,5,0
PAY_001167,CUS_0222,21509.31,expired_method,card,1,39520.97,0.8786,0.7371,14,2,0
PAY_001168,CUS_0841,7801.99,expired_method,netbanking,1,141597.4,0.8808,0.8177,15,5,0
PAY_001169,CUS_0162,4697.81,renewal_failed,netbanking,0,155232.09,0.681,0.7103,10,6,0
PAY_001170,CUS_0278,10538.57,renewal_failed,upi,1,137965.37,0.6909,0.5797,20,6,0
PAY_001171,CUS_0725,34873.85,expired_method,card,1,183092.22,0.8664,0.6388,8,1,0
PAY_001172,CUS_0294,23671.67,renewal_failed,card,1,113691.49,0.5623,0.6608,11,1,0
PAY_001173,CUS_0426,11133.73,network_error,card,2,16153.87,0.8482,0.6768,19,6,0
PAY_001174,CUS_0629,21529.35,insufficient_funds,wallet,2,168763.94,0.6529,0.8286,0,0,0
PAY_001175,CUS_0148,10912.06,renewal_failed,upi,1,51660.64,0.933,0.5108,8,5,0
PAY_001176,CUS_0518,18000.9,expired_method,netbanking,2,71995.82,0.8697,0.6964,9,6,0
PAY_001177,CUS_0792,17699.93,network_error,wallet,2,184952.97,0.6793,0.8295,13,1,0
PAY_001178,CUS_0814,14917.17,card_declined,netbanking,2,18572.85,0.9083,0.6884,19,5,0
PAY_001179,CUS_0026,20508.67,expired_method,upi,2,305964.18,0.9222,0.753,17,5,1
PAY_001180,CUS_0265,5421.15,card_declined,upi,0,183288.23,0.8638,0.8389,7,6,0
PAY_001181,CUS_0102,13499.0,expired_method,netbanking,1,285104.41,0.7113,0.8545,5,2,0
PAY_001182,CUS_0623,20980.39,card_declined,upi,1,104544.37,0.9009,0.8016,15,5,1
PAY_001183,CUS_0592,6645.91,renewal_failed,netbanking,1,99903.98,0.8812,0.5867,7,3,1
PAY_001184,CUS_0672,16652.07,expired_method,upi,0,82090.2,0.7501,0.7937,8,2,1
PAY_001185,CUS_0060,13276.01,insufficient_funds,upi,0,121344.65,0.8105,0.6323,22,4,1
PAY_001186,CUS_0488,8969.2,network_error,card,1,250828.64,0.7194,0.6414,2,3,0
PAY_001187,CUS_0514,8301.86,network_error,card,1,253685.43,0.8467,0.5723,0,3,1
PAY_001188,CUS_0002,18844.1,card_declined,card,1,180290.83,0.8407,0.7118,17,4,0
PAY_001189,CUS_0169,21400.36,renewal_failed,upi,1,285650.94,0.835,0.8496,19,3,0
PAY_001190,CUS_0075,29090.47,card_declined,upi,2,144244.36,0.6998,0.6285,2,4,1
PAY_001191,CUS_0751,5250.54,renewal_failed,netbanking,3,230236.05,0.7681,0.5481,17,6,0
PAY_001192,CUS_0844,13776.04,renewal_failed,card,0,77268.06,0.7875,0.5244,7,1,1
PAY_001193,CUS_0787,29818.54,network_error,netbanking,3,290004.17,0.8453,0.748,13,4,0
PAY_001194,CUS_0574,5529.9,card_declined,wallet,0,28803.41,0.7388,0.8339,6,1,0
PAY_001195,CUS_0832,3182.89,renewal_failed,upi,0,76625.02,0.7887,0.8585,16,1,1
PAY_001196,CUS_0323,2458.4,expired_method,card,1,167832.54,0.8643,0.7195,17,2,0
PAY_001197,CUS_0615,9235.88,renewal_failed,upi,1,268238.06,0.9108,0.6008,7,6,0
PAY_001198,CUS_0303,9413.0,card_declined,upi,1,175799.95,0.9145,0.5037,6,1,1
PAY_001199,CUS_0161,4640.28,card_declined,upi,1,83110.23,0.7416,0.7157,9,6,1
PAY_001200,CUS_0662,13362.66,expired_method,upi,1,22065.98,0.8869,0.7755,6,0,1
PAY_001201,CUS_0140,19083.94,network_error,card,1,114239.75,0.7773,0.9873,12,6,0
PAY_001202,CUS_0694,19215.5,network_error,wallet,1,251934.06,0.8804,0.9364,17,6,0
PAY_001203,CUS_0842,80111.34,insufficient_funds,wallet,3,141507.36,0.9383,0.75,19,1,0
PAY_001204,CUS_0648,20028.9,renewal_failed,upi,1,31143.88,0.9286,0.5906,2,5,0
PAY_001205,CUS_0293,11504.21,card_declined,card,1,159723.85,0.938,0.856,14,3,1
PAY_001206,CUS_0266,44594.96,card_declined,upi,0,300955.43,0.6848,0.71,18,0,1
PAY_001207,CUS_0143,10779.04,renewal_failed,wallet,1,73111.83,0.8298,0.8365,22,1,0
PAY_001208,CUS_0375,5961.43,expired_method,card,1,278129.18,0.8965,0.7881,21,1,0
PAY_001209,CUS_0323,18871.28,network_error,wallet,3,89175.45,0.836,0.7243,2,3,0
PAY_001210,CUS_0629,4205.02,card_declined,wallet,1,174555.55,0.8247,0.7191,9,2,0
PAY_001211,CUS_0748,9273.74,expired_method,netbanking,2,30760.16,0.6801,0.791,19,6,0
PAY_001212,CUS_0148,19595.18,expired_method,wallet,2,152656.01,0.8363,0.64,15,5,0
PAY_001213,CUS_0206,21296.71,card_declined,upi,3,225999.64,0.6939,0.8081,20,6,0
PAY_001214,CUS_0708,24997.34,renewal_failed,netbanking,0,262937.31,0.9158,0.5779,21,4,1
PAY_001215,CUS_0054,14660.78,insufficient_funds,card,1,273768.25,0.6399,0.9587,20,2,0
PAY_001216,CUS_0726,6955.51,expired_method,netbanking,2,37197.49,0.9482,0.6533,19,4,0
PAY_001217,CUS_0349,20441.6,insufficient_funds,card,3,236929.5,0.7583,0.9127,12,3,0
PAY_001218,CUS_0326,6372.79,expired_method,card,1,212213.41,0.8012,0.9022,7,3,0
PAY_001219,CUS_0530,9952.13,network_error,wallet,1,19260.61,0.7518,0.8787,20,3,0
PAY_001220,CUS_0336,15963.09,network_error,wallet,1,237583.07,0.9088,0.8929,16,4,0
PAY_001221,CUS_0573,12121.01,expired_method,card,1,82697.62,0.6867,0.6093,20,5,0
PAY_001222,CUS_0228,14384.23,network_error,wallet,1,196682.73,0.6669,0.7738,14,4,0
PAY_001223,CUS_0009,9308.27,expired_method,upi,0,47243.96,0.8438,0.9719,20,1,0
PAY_001224,CUS_0286,30123.42,card_declined,card,3,255527.74,0.9111,0.7932,6,6,1
PAY_001225,CUS_0124,6638.02,expired_method,wallet,1,219476.88,0.7332,0.8974,20,5,0
PAY_001226,CUS_0273,23974.46,network_error,upi,1,229450.32,0.8411,0.5811,19,1,0
PAY_001227,CUS_0470,10740.07,expired_method,card,3,126516.9,0.8568,0.9036,9,4,0
PAY_001228,CUS_0345,12842.79,insufficient_funds,upi,1,254040.34,0.8575,0.7798,8,2,0
PAY_001229,CUS_0649,35745.45,card_declined,card,1,166371.23,0.9347,0.8082,20,4,0
PAY_001230,CUS_0738,10766.16,card_declined,card,0,72792.55,0.8475,0.7463,19,4,0
PAY_001231,CUS_0785,13318.97,insufficient_funds,upi,2,223032.3,0.9695,0.4344,11,4,1
PAY_001232,CUS_0781,10086.69,card_declined,wallet,2,133001.05,0.6843,0.412,20,3,0
PAY_001233,CUS_0286,23650.66,insufficient_funds,upi,2,25741.7,0.9534,0.8371,16,1,0
PAY_001234,CUS_0808,3604.31,renewal_failed,card,1,23778.57,0.9005,0.8072,8,5,1
PAY_001235,CUS_0091,21941.54,card_declined,wallet,1,116822.52,0.7324,0.7719,6,6,0
PAY_001236,CUS_0752,5027.8,renewal_failed,card,2,239404.74,0.8364,0.8069,17,3,0
PAY_001237,CUS_0539,55042.62,insufficient_funds,wallet,2,141267.93,0.8459,0.8124,14,1,0
PAY_001238,CUS_0717,71134.96,insufficient_funds,upi,2,131711.83,0.8643,0.7683,19,4,1
PAY_001239,CUS_0492,21300.91,network_error,upi,3,316727.28,0.7687,0.8032,7,2,0
PAY_001240,CUS_0597,12268.64,renewal_failed,wallet,1,15780.51,0.8906,0.6056,19,2,0
PAY_001241,CUS_0654,39406.79,expired_method,wallet,1,36957.52,0.9229,0.9159,8,2,0
PAY_001242,CUS_0037,28463.36,expired_method,wallet,3,203455.32,0.8163,0.6715,17,3,0
PAY_001243,CUS_0021,13214.73,insufficient_funds,wallet,2,195426.74,0.8524,0.8588,19,3,0
PAY_001244,CUS_0418,19147.97,expired_method,wallet,1,154506.94,0.893,0.6606,21,4,0
PAY_001245,CUS_0527,4028.2,renewal_failed,wallet,2,120908.75,0.8754,0.6041,16,6,0
PAY_001246,CUS_0831,2595.89,expired_method,card,2,183208.07,0.7486,0.4848,9,0,0
PAY_001247,CUS_0549,12272.57,network_error,upi,3,289140.75,0.6764,0.8214,18,4,0
PAY_001248,CUS_0233,20802.65,insufficient_funds,netbanking,3,17946.9,0.7871,0.5564,17,5,0
PAY_001249,CUS_0005,40780.46,card_declined,netbanking,1,254002.32,0.7443,0.6861,18,5,0
PAY_001250,CUS_0739,8792.77,card_declined,upi,1,115146.32,0.7627,0.6655,19,1,1
PAY_001251,CUS_0353,18828.84,card_declined,card,1,187744.59,0.8224,0.7001,13,1,0
PAY_001252,CUS_0312,10495.7,card_declined,netbanking,1,114773.11,0.7676,0.8981,6,3,0
PAY_001253,CUS_0326,9574.2,card_declined,wallet,2,296227.57,0.8019,0.8062,19,6,1
PAY_001254,CUS_0435,27587.52,network_error,card,2,88286.37,0.9367,0.5439,1,4,0
PAY_001255,CUS_0694,14859.41,network_error,card,0,271353.7,0.8838,0.5938,16,6,1
PAY_001256,CUS_0156,21621.77,card_declined,upi,3,305107.7,0.6432,0.8021,21,5,0
PAY_001257,CUS_0066,5097.08,card_declined,wallet,1,22413.76,0.7512,0.7203,13,1,0
PAY_001258,CUS_0600,6003.27,renewal_failed,upi,2,204157.77,0.8385,0.6211,18,6,1
PAY_001259,CUS_0702,13027.09,insufficient_funds,netbanking,0,53888.14,0.8589,0.71,16,6,0
PAY_001260,CUS_0368,24645.53,renewal_failed,wallet,1,200988.57,0.8477,0.7121,19,0,0
PAY_001261,CUS_0795,4793.37,network_error,wallet,0,208762.43,0.7688,0.7905,1,1,1
PAY_001262,CUS_0707,29112.64,renewal_failed,card,1,181144.88,0.918,0.9633,19,2,0
PAY_001263,CUS_0385,12261.27,insufficient_funds,card,1,140276.81,0.6492,0.9092,11,1,1
PAY_001264,CUS_0228,3539.38,card_declined,card,0,81326.68,0.7546,0.6648,7,6,0
PAY_001265,CUS_0735,11881.59,renewal_failed,upi,1,226841.09,0.8321,0.8586,12,0,1
PAY_001266,CUS_0312,12885.34,insufficient_funds,wallet,1,182916.13,0.813,0.4862,6,2,0
PAY_001267,CUS_0145,10857.79,renewal_failed,wallet,1,129519.42,0.782,0.5663,18,4,0
PAY_001268,CUS_0048,24985.87,expired_method,wallet,0,239561.79,0.7705,0.8331,16,5,1
PAY_001269,CUS_0303,7839.4,expired_method,wallet,3,102200.89,0.923,0.9127,17,0,0
PAY_001270,CUS_0573,13596.52,network_error,wallet,1,296001.52,0.862,0.701,20,1,0
PAY_001271,CUS_0609,22001.59,insufficient_funds,netbanking,1,159763.46,0.8581,0.7818,21,6,0
PAY_001272,CUS_0021,3014.14,network_error,upi,1,194672.76,0.8602,0.7511,10,0,0
PAY_001273,CUS_0059,43759.9,network_error,upi,2,157903.04,0.7756,0.7035,17,3,0
PAY_001274,CUS_0417,4997.31,insufficient_funds,netbanking,1,135676.32,0.7988,0.845,19,6,0
PAY_001275,CUS_0588,6378.61,card_declined,wallet,3,122355.29,0.72,0.5561,20,4,1
PAY_001276,CUS_0124,24105.11,renewal_failed,upi,1,313145.3,0.6696,0.9042,22,1,0
PAY_001277,CUS_0350,23096.82,network_error,netbanking,1,19428.86,0.8437,0.7719,16,2,0
PAY_001278,CUS_0069,23723.94,renewal_failed,upi,0,273390.76,0.8784,0.7775,18,1,1
PAY_001279,CUS_0741,41399.7,expired_method,wallet,2,288185.45,0.9138,0.7315,12,0,0
PAY_001280,CUS_0713,22023.89,card_declined,upi,1,75899.95,0.5068,0.6508,17,5,0
PAY_001281,CUS_0096,18917.16,renewal_failed,wallet,0,94600.31,0.7759,0.6483,8,5,0
PAY_001282,CUS_0667,10643.01,insufficient_funds,card,1,201970.42,0.9447,0.5189,18,1,1
PAY_001283,CUS_0278,7758.82,expired_method,upi,2,171865.69,0.8136,0.6564,8,6,0
PAY_001284,CUS_0553,1560.66,expired_method,upi,2,103986.91,0.7337,0.4171,11,2,1
PAY_001285,CUS_0205,15933.7,card_declined,wallet,0,105046.37,0.8782,0.5769,19,0,1
PAY_001286,CUS_0356,9260.83,expired_method,card,2,193213.28,0.8741,0.7128,17,6,1
PAY_001287,CUS_0302,6064.91,insufficient_funds,netbanking,0,28412.6,0.9226,0.6955,10,5,0
PAY_001288,CUS_0627,4074.84,card_declined,card,1,67690.42,0.8513,0.7144,18,3,0
PAY_001289,CUS_0649,8366.76,expired_method,card,1,234967.02,0.8226,0.9115,8,6,0
PAY_001290,CUS_0337,42653.68,renewal_failed,netbanking,1,282291.04,0.8952,0.8586,6,6,0
PAY_001291,CUS_0604,4219.91,renewal_failed,card,0,245750.9,0.9328,0.6756,13,3,0
PAY_001292,CUS_0777,15167.47,network_error,upi,1,41225.42,0.9676,0.9243,15,0,1
PAY_001293,CUS_0268,5876.16,network_error,upi,1,157895.55,0.8524,0.6173,6,3,0
PAY_001294,CUS_0235,18255.96,card_declined,card,1,72736.0,0.8348,0.6278,14,5,0
PAY_001295,CUS_0699,12952.92,card_declined,netbanking,2,256166.29,0.7511,0.9183,19,2,1
PAY_001296,CUS_0395,38923.75,network_error,wallet,2,243737.81,0.8884,0.8181,20,6,1
PAY_001297,CUS_0151,5678.26,card_declined,upi,2,34389.0,0.9295,0.8098,17,4,0
PAY_001298,CUS_0251,13072.9,network_error,wallet,0,75465.29,0.8786,0.7704,17,5,0
PAY_001299,CUS_0439,6045.62,card_declined,card,1,145200.26,0.675,0.8584,10,2,0
PAY_001300,CUS_0628,6216.63,card_declined,wallet,1,130432.95,0.8253,0.7423,19,6,0
PAY_001301,CUS_0430,8624.88,card_declined,netbanking,2,230412.99,0.8625,0.6158,19,3,0
PAY_001302,CUS_0637,14912.49,expired_method,card,0,278371.83,0.8631,0.7242,8,6,1
PAY_001303,CUS_0375,23720.48,insufficient_funds,netbanking,2,256448.33,0.8067,0.7783,19,5,0
PAY_001304,CUS_0081,5637.94,insufficient_funds,upi,2,19487.58,0.8002,0.6531,18,6,0
PAY_001305,CUS_0419,23980.7,renewal_failed,wallet,2,318008.95,0.6454,0.5965,6,5,0
PAY_001306,CUS_0601,13990.08,expired_method,wallet,2,136421.93,0.7224,0.5147,13,2,0
PAY_001307,CUS_0160,9295.51,renewal_failed,upi,1,59190.24,0.7039,0.7361,9,4,0
PAY_001308,CUS_0336,14331.95,expired_method,wallet,1,278695.84,0.9107,0.8477,10,1,1
PAY_001309,CUS_0491,16351.29,insufficient_funds,card,3,78490.21,0.6917,0.655,14,6,0
PAY_001310,CUS_0352,9504.11,card_declined,netbanking,0,218386.59,0.8559,0.7443,7,4,0
PAY_001311,CUS_0100,3179.31,expired_method,upi,3,310991.19,0.8627,0.8504,17,1,0
PAY_001312,CUS_0623,15906.71,renewal_failed,upi,1,231540.76,0.6441,0.6013,11,1,1
PAY_001313,CUS_0201,44935.15,card_declined,upi,2,237477.72,0.8839,0.8052,11,5,0
PAY_001314,CUS_0313,10342.12,insufficient_funds,netbanking,1,148331.44,0.8608,0.7745,18,1,0
PAY_001315,CUS_0767,1625.04,insufficient_funds,card,1,38663.52,0.9033,0.526,2,0,0
PAY_001316,CUS_0086,8526.67,renewal_failed,upi,0,287293.52,0.8179,0.6199,16,1,1
PAY_001317,CUS_0649,19225.69,network_error,card,1,126881.0,0.9065,0.793,18,5,0
PAY_001318,CUS_0126,10574.3,card_declined,wallet,0,70785.86,0.7176,0.77,9,1,0
PAY_001319,CUS_0045,6312.71,expired_method,netbanking,1,231772.14,0.7171,0.8718,16,0,0
PAY_001320,CUS_0705,7620.72,expired_method,netbanking,2,90208.88,0.9756,0.6687,16,3,0
PAY_001321,CUS_0142,30321.17,expired_method,wallet,2,76813.97,0.7708,0.9029,21,3,0
PAY_001322,CUS_0601,19656.38,network_error,upi,3,158382.25,0.8461,0.8303,18,6,0
PAY_001323,CUS_0419,76148.17,card_declined,card,3,185695.8,0.7079,0.8116,17,0,0
PAY_001324,CUS_0608,12111.05,renewal_failed,netbanking,2,47341.51,0.8472,0.6947,11,5,0
PAY_001325,CUS_0438,31204.29,renewal_failed,card,2,57561.29,0.7289,0.7202,15,4,0
PAY_001326,CUS_0151,14310.89,network_error,wallet,2,207411.24,0.8488,0.8149,11,4,0
PAY_001327,CUS_0703,5440.26,card_declined,upi,3,108581.69,0.8499,0.8383,15,2,1
PAY_001328,CUS_0798,38246.12,card_declined,wallet,1,245311.24,0.78,0.7943,19,0,0
PAY_001329,CUS_0668,17701.02,insufficient_funds,wallet,1,194841.75,0.7872,0.8853,19,2,0
PAY_001330,CUS_0711,16832.19,expired_method,card,0,95598.48,0.8744,0.6156,16,2,0
PAY_001331,CUS_0498,19375.15,insufficient_funds,netbanking,0,71642.16,0.9581,0.879,16,3,0
PAY_001332,CUS_0768,5824.21,expired_method,netbanking,1,12921.03,0.8203,0.7487,16,0,0
PAY_001333,CUS_0366,26640.02,renewal_failed,upi,0,223552.67,0.88,0.6192,4,0,0
